Latitude;Longitude;State;City;Street;HouseNumber;PostCode
44.8028176;-68.7656514;ME;Bangor;Essex Street;38;04401
44.8039506;-68.7650398;ME;Bangor;State Street;137;04401
44.8031678;-68.7652390;ME;Bangor;Essex Street;47;04401
44.8034244;-68.7652443;ME;Bangor;Essex Street;57;04401
44.8047826;-68.7625011;ME;Bangor;State Street;189;04401
44.8048005;-68.7624441;ME;Bangor;State Street;189;04401
44.8052081;-68.7615194;ME;Bangor;State Street;217;04401
44.8052349;-68.7614118;ME;Bangor;State Street;219;04401
44.8049691;-68.7613117;ME;Bangor;State Street Avenue;9;04401
44.8048745;-68.7612426;ME;Bangor;State Street Avenue;15;04401
44.8052749;-68.7611650;ME;Bangor;State Street;223;04401
44.8053961;-68.7610191;ME;Bangor;State Street;227;04401
44.8047424;-68.7604907;ME;Bangor;York Street;236;04401
44.8046123;-68.7607189;ME;Bangor;York Street;234;04401
44.8049136;-68.7605722;ME;Bangor;Newbury Street;17;04401
44.8049902;-68.7606161;ME;Bangor;Newbury Street;15;04401
44.8049819;-68.7609639;ME;Bangor;State Street Avenue;12;04401
44.8050669;-68.7607233;ME;Bangor;Newbury Street;13;04401
44.8052112;-68.7608176;ME;Bangor;Newbury Street;7;04401
44.8050881;-68.7600973;ME;Bangor;Newbury Street;20;04401
44.8055152;-68.7598426;ME;Bangor;Salem Court;10;04401
44.8052311;-68.7596099;ME;Bangor;Salem Court;20;04401
44.8053709;-68.7597168;ME;Bangor;Salem Court;16;04401
44.8045987;-68.7585187;ME;Bangor;Merrimac Street;45;04401
44.8046934;-68.7585942;ME;Bangor;Merrimac Street;43;04401
44.8047745;-68.7586571;ME;Bangor;Merrimac Street;39;04401
44.8048917;-68.7587388;ME;Bangor;Merrimac Street;35;04401
44.8050179;-68.7588331;ME;Bangor;Merrimac Street;31;04401
44.8051802;-68.7589525;ME;Bangor;Merrimac Street;27;04401
44.8053019;-68.7590342;ME;Bangor;Merrimac Street;23;04401
44.8043641;-68.7582857;ME;Bangor;Merrimac Street;61;04401
44.8040398;-68.7581543;ME;Bangor;Hancock Street;358;04401
44.8060045;-68.7592146;ME;Bangor;State Street;267;04401
44.8053644;-68.7587810;ME;Bangor;Merrimac Street;24;04401
44.8054906;-68.7588374;ME;Bangor;Merrimac Street;20;04401
44.8057971;-68.7590764;ME;Bangor;Merrimac Street;8;04401
44.8052472;-68.7586930;ME;Bangor;Merrimac Street;28;04401
44.8051480;-68.7586112;ME;Bangor;Merrimac Street;34;04401
44.8049452;-68.7584730;ME;Bangor;Merrimac Street;38;04401
44.8043224;-68.7577042;ME;Bangor;Hancock Street;370;04401
44.8047377;-68.7582905;ME;Bangor;Merrimac Street;46;04401
44.8046430;-68.7582087;ME;Bangor;Merrimac Street;48;04401
44.8045303;-68.7581333;ME;Bangor;Merrimac Street;52;04401
44.8043896;-68.7575712;ME;Bangor;Hancock Street;374;04401
44.8044749;-68.7574697;ME;Bangor;Hancock Street;376;04401
44.8053711;-68.7576872;ME;Bangor;Birch Street;27;04401
44.8065686;-68.7577960;ME;Bangor;State Street;299;04401
44.8063973;-68.7576576;ME;Bangor;East Summer Street;7;04401
44.8062035;-68.7575320;ME;Bangor;East Summer Street;13;04401
44.8060773;-68.7574440;ME;Bangor;East Summer Street;19;04401
44.8059511;-68.7573687;ME;Bangor;East Summer Street;21;04401
44.8050315;-68.7567276;ME;Bangor;East Summer Street;53;04401
44.8051353;-68.7568536;ME;Bangor;East Summer Street;49;04401
44.8053199;-68.7569034;ME;Bangor;East Summer Street;45;04401
44.8054192;-68.7570358;ME;Bangor;East Summer Street;39;04401
44.8055951;-68.7571868;ME;Bangor;East Summer Street;33;04401
44.8057618;-68.7572683;ME;Bangor;East Summer Street;29;04401
44.8069220;-68.7567702;ME;Bangor;State Street;319;04401
44.8067073;-68.7573845;ME;Bangor;State Street;309;04401
44.8065811;-68.7572901;ME;Bangor;East Summer Street;6;04401
44.8063511;-68.7570951;ME;Bangor;East Summer Street;14;04401
44.8064639;-68.7572084;ME;Bangor;East Summer Street;12;04401
44.8062474;-68.7570133;ME;Bangor;East Summer Street;20;04401
44.8061302;-68.7569380;ME;Bangor;East Summer Street;22;04401
44.8054631;-68.7564792;ME;Bangor;East Summer Street;44;04401
44.8055758;-68.7565862;ME;Bangor;East Summer Street;40;04401
44.8053819;-68.7563974;ME;Bangor;East Summer Street;46;04401
44.8053678;-68.7561129;ME;Bangor;Hancock Street;416;04401
44.8056191;-68.7557831;ME;Bangor;Hancock Street;424;04401
44.8033969;-68.7585174;ME;Bangor;Hancock Street;339;04401
44.8032982;-68.7586759;ME;Bangor;Hancock Street;335;04401
44.8031905;-68.7588597;ME;Bangor;Hancock Street;329;04401
44.8035449;-68.7582892;ME;Bangor;Hancock Street;345;04401
44.8036257;-68.7581687;ME;Bangor;Hancock Street;349;04401
44.8037693;-68.7579468;ME;Bangor;Hancock Street;355;04401
44.8039936;-68.7575981;ME;Bangor;Hancock Street;365;04401
44.8043660;-68.7570465;ME;Bangor;Hancock Street;381;04401
44.8042897;-68.7571607;ME;Bangor;Hancock Street;377;04401
44.8040787;-68.7574271;ME;Bangor;Hancock Street;367;04401
44.8044512;-68.7569008;ME;Bangor;Hancock Street;385;04401
44.8046397;-68.7566534;ME;Bangor;Hancock Street;391;04401
44.8047293;-68.7564507;ME;Bangor;Hancock Street;397;04401
44.8049942;-68.7561461;ME;Bangor;Hancock Street;405;04401
44.8054159;-68.7554804;ME;Bangor;Hancock Street;423;04401
44.8055595;-68.7552775;ME;Bangor;Hancock Street;431;04401
44.8047908;-68.7709480;ME;Bangor;Center Street;44;04401
44.8056593;-68.7730689;ME;Bangor;Cumberland Street;17;04401
44.8067096;-68.7716106;ME;Bangor;Cumberland Street;61;04401
44.8067057;-68.7719204;ME;Bangor;Cumberland Street;57;04401
44.8065441;-68.7721423;ME;Bangor;Cumberland Street;51;04401
44.8065980;-68.7720536;ME;Bangor;Cumberland Street;53;04401
44.8072443;-68.7734041;ME;Bangor;Curve Street;61;04401
44.8072935;-68.7732522;ME;Bangor;Curve Street;65;04401
44.8073697;-68.7730622;ME;Bangor;Curve Street;67;04401
44.8076946;-68.7734656;ME;Bangor;Curve Street;72;04401
44.8075188;-68.7733714;ME;Bangor;Curve Street;68;04401
44.8080541;-68.7731860;ME;Bangor;Market Street;52;04401
44.8083430;-68.7736085;ME;Bangor;Market Street;74;04401
44.8074888;-68.7763875;ME;Bangor;Kenduskeag Avenue;30;04401
44.8069439;-68.7762695;ME;Bangor;Kenduskeag Avenue;14;04401
44.8076645;-68.7764817;ME;Bangor;Kenduskeag Avenue;36;04401
44.8078760;-68.7764809;ME;Bangor;Kenduskeag Avenue;42;04401
44.8081958;-68.7765808;ME;Bangor;Kenduskeag Avenue;52;04401
44.8083083;-68.7765677;ME;Bangor;Kenduskeag Avenue;54;04401
44.8084344;-68.7766052;ME;Bangor;Kenduskeag Avenue;58;04401
44.8085380;-68.7766238;ME;Bangor;Kenduskeag Avenue;62;04401
44.8088037;-68.7766860;ME;Bangor;Kenduskeag Avenue;70;04401
44.8086551;-68.7766423;ME;Bangor;Kenduskeag Avenue;66;04401
44.8075542;-68.7776329;ME;Bangor;Harlow Street;455;04401
44.8100511;-68.7769847;ME;Bangor;Kenduskeag Avenue;108;04401
44.8097133;-68.7769101;ME;Bangor;Kenduskeag Avenue;96;04401
44.8098844;-68.7769157;ME;Bangor;Kenduskeag Avenue;102;04401
44.8102537;-68.7770155;ME;Bangor;Kenduskeag Avenue;112;04401
44.8105464;-68.7770902;ME;Bangor;Kenduskeag Avenue;120;04401
44.8103808;-68.7775778;ME;Bangor;Whitney Street;1;04401
44.8106590;-68.7771341;ME;Bangor;Kenduskeag Avenue;124;04401
44.8109518;-68.7772215;ME;Bangor;Kenduskeag Avenue;134;04401
44.8107986;-68.7771525;ME;Bangor;Kenduskeag Avenue;128;04401
44.8116325;-68.7777627;ME;Bangor;Kenduskeag Avenue;158;04401
44.8157306;-68.7835521;ME;Bangor;Kenduskeag Avenue;330;04401
44.8143906;-68.7818624;ME;Bangor;Kenduskeag Avenue;272;04401
44.8144726;-68.7824249;ME;Bangor;Kenduskeag Avenue;284;04401
44.8140925;-68.7813450;ME;Bangor;Kenduskeag Avenue;262;04401
44.8137719;-68.7808024;ME;Bangor;Kenduskeag Avenue;246;04401
44.8072038;-68.7756868;ME;Bangor;Kenduskeag Avenue;15;04401
44.8077126;-68.7757860;ME;Bangor;Kenduskeag Avenue;31;04401
44.8081073;-68.7750573;ME;Bangor;Division Street;21;04401
44.8078542;-68.7745082;ME;Bangor;Market Street;76;04401
44.8084447;-68.7749422;ME;Bangor;Division Street;33;04401
44.8085066;-68.7744109;ME;Bangor;Market Street;86;04401
44.8092397;-68.7763808;ME;Bangor;Kenduskeag Avenue;79;04401
44.8092926;-68.7758052;ME;Bangor;Prentiss Street;28;04401
44.8091901;-68.7763683;ME;Bangor;Kenduskeag Avenue;77;04401
44.8091034;-68.7757617;ME;Bangor;Prentiss Street;24;04401
44.8089773;-68.7757179;ME;Bangor;Prentiss Street;18;04401
44.8083829;-68.7755874;ME;Bangor;Division Street;20;04401
44.8087038;-68.7762501;ME;Bangor;Kenduskeag Avenue;65;04401
44.8086453;-68.7762376;ME;Bangor;Kenduskeag Avenue;61;04401
44.8085371;-68.7761559;ME;Bangor;Kenduskeag Avenue;59;04401
44.8081769;-68.7761383;ME;Bangor;Kenduskeag Avenue;49;04401
44.8082797;-68.7757648;ME;Bangor;Division Street;16;04401
44.8093729;-68.7754445;ME;Bangor;Prentiss Street;27;04401
44.8092558;-68.7754133;ME;Bangor;Prentiss Street;25;04401
44.8085850;-68.7753274;ME;Bangor;Division Street;30;04401
44.8090713;-68.7754203;ME;Bangor;Prentiss Street;17;04401
44.8089450;-68.7752817;ME;Bangor;Prentiss Street;15;04401
44.8087510;-68.7750928;ME;Bangor;Division Street;36;04401
44.8087740;-68.7753266;ME;Bangor;Prentiss Street;11;04401
44.8095948;-68.7738692;ME;Bangor;Division Street;68;04401
44.8094378;-68.7741353;ME;Bangor;Division Street;64;04401
44.8094878;-68.7743565;ME;Bangor;Jefferson Street;43;04401
44.8092582;-68.7743447;ME;Bangor;Division Street;58;04401
44.8091551;-68.7745601;ME;Bangor;Division Street;52;04401
44.8069974;-68.7714640;ME;Bangor;Center Street;100;04401
44.8073218;-68.7716271;ME;Bangor;Center Street;110;04401
44.8076641;-68.7717080;ME;Bangor;Center Street;118;04401
44.8069082;-68.7718817;ME;Bangor;Cumberland Street;60;04401
44.8079889;-68.7720797;ME;Bangor;Center Street;126;04401
44.8081414;-68.7718136;ME;Bangor;Center Street;130;04401
44.8081063;-68.7723006;ME;Bangor;Willow Street;15;04401
44.8076475;-68.7724605;ME;Bangor;Market Street;33;04401
44.8086801;-68.7733479;ME;Bangor;South Park Street;7;04401
44.8088553;-68.7731765;ME;Bangor;South Park Street;11;04401
44.8089497;-68.7731129;ME;Bangor;South Park Street;15;04401
44.8086029;-68.7730447;ME;Bangor;Market Street;67;04401
44.8092818;-68.7726121;ME;Bangor;South Park Street;31;04401
44.8092370;-68.7727261;ME;Bangor;South Park Street;27;04401
44.8093437;-68.7720871;ME;Bangor;Center Street;168;04401
44.8091832;-68.7728528;ME;Bangor;South Park Street;25;04401
44.8090572;-68.7728533;ME;Bangor;South Park Street;21;04401
44.8088666;-68.7743399;ME;Bangor;Market Street;95;04401
44.8090956;-68.7740608;ME;Bangor;Division Street;59;04401
44.8092751;-68.7737692;ME;Bangor;Division Street;67;04401
44.8093917;-68.7735981;ME;Bangor;Division Street;71;04401
44.8095039;-68.7734206;ME;Bangor;Division Street;75;04401
44.8086497;-68.7739361;ME;Bangor;Market Street;79;04401
44.8088695;-68.7735306;ME;Bangor;South Park Street;8;04401
44.8089863;-68.7734289;ME;Bangor;South Park Street;14;04401
44.8093680;-68.7729532;ME;Bangor;South Park Street;28;04401
44.8093097;-68.7730989;ME;Bangor;South Park Street;24;04401
44.8092380;-68.7732193;ME;Bangor;South Park Street;22;04401
44.8097140;-68.7727053;ME;Bangor;Jefferson Street;71;04401
44.8094172;-68.7728139;ME;Bangor;South Park Street;30;04401
44.8057837;-68.7700272;ME;Bangor;Somerset Street;20;04401
44.8058283;-68.7698121;ME;Bangor;Somerset Street;24;04401
44.8057616;-68.7701980;ME;Bangor;Somerset Street;16;04401
44.8060376;-68.7709114;ME;Bangor;Center Street;73;04401
44.8061816;-68.7709045;ME;Bangor;Center Street;77;04401
44.8062392;-68.7704617;ME;Bangor;Center Street Avenue;9;04401
44.8063246;-68.7703918;ME;Bangor;Center Street Avenue;11;04401
44.8063732;-68.7699490;ME;Bangor;French Street;258;04401
44.8065129;-68.7700244;ME;Bangor;French Street;264;04401
44.8066076;-68.7701125;ME;Bangor;French Street;266;04401
44.8067427;-68.7701752;ME;Bangor;French Street;270;04401
44.8069002;-68.7701429;ME;Bangor;French Street;274;04401
44.8064730;-68.7703280;ME;Bangor;Center Street Avenue;16;04401
44.8064016;-68.7706318;ME;Bangor;Center Street Avenue;8;04401
44.8070816;-68.7708124;ME;Bangor;Cumberland Street;80;04401
44.8074652;-68.7712851;ME;Bangor;Center Street;113;04401
44.8073121;-68.7712604;ME;Bangor;Center Street;107;04401
44.8075597;-68.7713164;ME;Bangor;Center Street;115;04401
44.8071127;-68.7706226;ME;Bangor;Cumberland Street;84;04401
44.8080044;-68.7708594;ME;Bangor;Garland Street;15;04401
44.8079643;-68.7710555;ME;Bangor;Garland Street;9;04401
44.8078480;-68.7713974;ME;Bangor;Center Street;123;04401
44.8077649;-68.7703798;ME;Bangor;French Street;296;04401
44.8073821;-68.7702612;ME;Bangor;French Street;284;04401
44.8072334;-68.7701859;ME;Bangor;French Street;280;04401
44.8079578;-68.7700439;ME;Bangor;French Street;297;04401
44.8077489;-68.7691153;ME;Bangor;Broadway;164;04401
44.8079381;-68.7691967;ME;Bangor;Broadway;166;04401
44.8075434;-68.7699128;ME;Bangor;French Street;287;04401
44.8081147;-68.7697208;ME;Bangor;Garland Street;35;04401
44.8078451;-68.7699874;ME;Bangor;French Street;295;04401
44.8069986;-68.7698264;ME;Bangor;French Street;273;04401
44.8070430;-68.7695417;ME;Bangor;Cumberland Street;101;04401
44.8070868;-68.7689029;ME;Bangor;Broadway;144;04401
44.8067463;-68.7696883;ME;Bangor;French Street;269;04401
44.8070517;-68.7693836;ME;Bangor;Cumberland Street;105;04401
44.8063680;-68.7695823;ME;Bangor;French Street;255;04401
44.8062103;-68.7695450;ME;Bangor;French Street;251;04401
44.8060239;-68.7685974;ME;Bangor;Broadway;112;04401
44.8068120;-68.7688218;ME;Bangor;Broadway;136;04401
44.8084069;-68.7695616;ME;Bangor;Garland Street;40;04401
44.8084604;-68.7692958;ME;Bangor;Broadway;180;04401
44.8083713;-68.7697704;ME;Bangor;Garland Street;36;04401
44.8087127;-68.7693896;ME;Bangor;Broadway;188;04401
44.8083403;-68.7699855;ME;Bangor;Garland Street;32;04401
44.8092081;-68.7695394;ME;Bangor;Broadway;204;04401
44.8094288;-68.7696144;ME;Bangor;Broadway;208;04401
44.8095774;-68.7696581;ME;Bangor;Broadway;214;04401
44.8096502;-68.7700372;ME;Bangor;South Park Street;83;04401
44.8096059;-68.7704104;ME;Bangor;South Park Street;77;04401
44.8096417;-68.7702838;ME;Bangor;South Park Street;79;04401
44.8093361;-68.7705063;ME;Bangor;French Street;337;04401
44.8092235;-68.7704752;ME;Bangor;French Street;333;04401
44.8091243;-68.7704186;ME;Bangor;French Street;331;04401
44.8090163;-68.7703938;ME;Bangor;French Street;327;04401
44.8090324;-68.7694769;ME;Bangor;Broadway;198;04401
44.8086152;-68.7701930;ME;Bangor;French Street;313;04401
44.8084488;-68.7702316;ME;Bangor;French Street;311;04401
44.8083091;-68.7701753;ME;Bangor;Garland Street;28;04401
44.8082468;-68.7704980;ME;Bangor;Garland Street;22;04401
44.8084224;-68.7705542;ME;Bangor;French Street;312;04401
44.8081708;-68.7707892;ME;Bangor;Garland Street;18;04401
44.8085353;-68.7707435;ME;Bangor;French Street;316;04401
44.8081666;-68.7709346;ME;Bangor;Garland Street;14;04401
44.8083971;-68.7714016;ME;Bangor;Center Street;139;04401
44.8089944;-68.7707416;ME;Bangor;French Street;328;04401
44.8088060;-68.7710648;ME;Bangor;Center Street;159;04401
44.8093296;-68.7717899;ME;Bangor;Center Street;167;04401
44.8093460;-68.7709932;ME;Bangor;South Park Street;65;04401
44.8123158;-68.7705135;ME;Bangor;North Park Street;20;04401
44.8101566;-68.7711796;ME;Bangor;French Street;362;04401
44.8099855;-68.7711297;ME;Bangor;French Street;354;04401
44.8097241;-68.7709664;ME;Bangor;French Street;350;04401
44.8103142;-68.7711917;ME;Bangor;French Street;366;04401
44.8105753;-68.7712349;ME;Bangor;French Street;374;04401
44.8107420;-68.7713101;ME;Bangor;French Street;380;04401
44.8106796;-68.7716328;ME;Bangor;West Park Street;13;04401
44.8102300;-68.7718623;ME;Bangor;Center Street;191;04401
44.8120856;-68.7724367;ME;Bangor;Center Street;249;04401
44.8118198;-68.7723302;ME;Bangor;Center Street;241;04401
44.8116893;-68.7723181;ME;Bangor;Center Street;237;04401
44.8112794;-68.7721806;ME;Bangor;Center Street;225;04401
44.8111263;-68.7721306;ME;Bangor;Center Street;221;04401
44.8109957;-68.7721058;ME;Bangor;Center Street;217;04401
44.8109447;-68.7713915;ME;Bangor;French Street;384;04401
44.8118453;-68.7715650;ME;Bangor;French Street;412;04401
44.8120255;-68.7716402;ME;Bangor;French Street;420;04401
44.8117012;-68.7715276;ME;Bangor;French Street;410;04401
44.8115526;-68.7714966;ME;Bangor;French Street;404;04401
44.8110398;-68.7716820;ME;Bangor;French Street;388;04401
44.8112690;-68.7714914;ME;Bangor;French Street;396;04401
44.8100601;-68.7724257;ME;Bangor;Jefferson Street;80;04401
44.8102770;-68.7728548;ME;Bangor;Blackstone Street;51;04401
44.8103532;-68.7727217;ME;Bangor;Blackstone Street;53;04401
44.8102549;-68.7730509;ME;Bangor;Blackstone Street;45;04401
44.8100472;-68.7727166;ME;Bangor;Jefferson Street;74;04401
44.8102374;-68.7732976;ME;Bangor;Blackstone Street;39;04401
44.8099807;-68.7732480;ME;Bangor;Jefferson Street;64;04401
44.8102647;-68.7734745;ME;Bangor;Blackstone Street;37;04401
44.8102205;-68.7738667;ME;Bangor;Norfolk Street;13;04401
44.8101079;-68.7738229;ME;Bangor;Norfolk Street;11;04401
44.8099857;-68.7735072;ME;Bangor;Jefferson Street;58;04401
44.8101404;-68.7743349;ME;Bangor;Norfolk Street;12;04401
44.8099332;-68.7742852;ME;Bangor;Norfolk Street;6;04401
44.8101007;-68.7747461;ME;Bangor;Blackstone Street;17;04401
44.8096562;-68.7753169;ME;Bangor;Jefferson Street;26;04401
44.8099981;-68.7752144;ME;Bangor;Blackstone Street;7;04401
44.8106678;-68.7724675;ME;Bangor;Center Street;210;04401
44.8106051;-68.7726006;ME;Bangor;Blackstone Street;54;04401
44.8109877;-68.7726054;ME;Bangor;Center Street;220;04401
44.8104907;-68.7739668;ME;Bangor;Blackstone Street;30;04401
44.8107564;-68.7740164;ME;Bangor;Norfolk Street;25;04401
44.8104812;-68.7736823;ME;Bangor;Blackstone Street;34;04401
44.8109386;-68.7728143;ME;Bangor;Madison Street;71;04401
44.8105031;-68.7733977;ME;Bangor;Blackstone Street;40;04401
44.8108319;-68.7734976;ME;Bangor;Madison Street;55;04401
44.8107259;-68.7745160;ME;Bangor;Norfolk Street;26;04401
44.8106088;-68.7744785;ME;Bangor;Norfolk Street;22;04401
44.8104872;-68.7744474;ME;Bangor;Norfolk Street;20;04401
44.8103611;-68.7744036;ME;Bangor;Norfolk Street;16;04401
44.8103258;-68.7747579;ME;Bangor;Blackstone Street;18;04401
44.8106725;-68.7748577;ME;Bangor;Leighton Street;27;04401
44.8102819;-68.7753334;ME;Bangor;Blackstone Street;6;04401
44.8103039;-68.7750868;ME;Bangor;Blackstone Street;10;04401
44.8101968;-68.7755298;ME;Bangor;Fountain Street;19;04401
44.8103452;-68.7754849;ME;Bangor;Fountain Street;21;04401
44.8098926;-68.7765363;ME;Bangor;Kenduskeag Avenue;99;04401
44.8100412;-68.7765358;ME;Bangor;Kenduskeag Avenue;103;04401
44.8095715;-68.7757535;ME;Bangor;Jefferson Street;18;04401
44.8100985;-68.7759096;ME;Bangor;Fountain Street;20;04401
44.8102336;-68.7759659;ME;Bangor;Fountain Street;24;04401
44.8102258;-68.7765540;ME;Bangor;Kenduskeag Avenue;109;04401
44.8105083;-68.7760281;ME;Bangor;Fountain Street;30;04401
44.8104510;-68.7766290;ME;Bangor;Kenduskeag Avenue;115;04401
44.8110490;-68.7762916;ME;Bangor;Fountain Street;44;04401
44.8113417;-68.7763537;ME;Bangor;Fountain Street;52;04401
44.8116534;-68.7769342;ME;Bangor;Kenduskeag Avenue;151;04401
44.8112795;-68.7768092;ME;Bangor;Kenduskeag Avenue;139;04401
44.8110229;-68.7767912;ME;Bangor;Kenduskeag Avenue;133;04401
44.8110922;-68.7754125;ME;Bangor;Leighton Street;38;04401
44.8112453;-68.7754245;ME;Bangor;Leighton Street;42;04401
44.8113759;-68.7754620;ME;Bangor;Leighton Street;46;04401
44.8115066;-68.7755563;ME;Bangor;Leighton Street;50;04401
44.8118533;-68.7755803;ME;Bangor;Leighton Street;60;04401
44.8116108;-68.7758910;ME;Bangor;Fountain Street;55;04401
44.8117505;-68.7759790;ME;Bangor;Fountain Street;57;04401
44.8109967;-68.7749070;ME;Bangor;Leighton Street;37;04401
44.8118885;-68.7751944;ME;Bangor;Leighton Street;57;04401
44.8119238;-68.7748149;ME;Bangor;Norfolk Street;60;04401
44.8116993;-68.7751003;ME;Bangor;Leighton Street;51;04401
44.8117707;-68.7747839;ME;Bangor;Norfolk Street;54;04401
44.8115680;-68.7747341;ME;Bangor;Norfolk Street;50;04401
44.8113339;-68.7746781;ME;Bangor;Norfolk Street;42;04401
44.8110862;-68.7746158;ME;Bangor;Norfolk Street;36;04401
44.8109736;-68.7745973;ME;Bangor;Madison Street;38;04401
44.8110537;-68.7741290;ME;Bangor;Madison Street;46;04401
44.8112003;-68.7731357;ME;Bangor;Madison Street;66;04401
44.8114470;-68.7727111;ME;Bangor;Center Street;234;04401
44.8115517;-68.7732861;ME;Bangor;Mckinley Street;16;04401
44.8114719;-68.7739440;ME;Bangor;Mckinley Street;30;04401
44.8110715;-68.7740215;ME;Bangor;Madison Street;48;04401
44.8111202;-68.7736166;ME;Bangor;Madison Street;56;04401
44.8119633;-68.7743089;ME;Bangor;Congress Street;55;04401
44.8120257;-68.7739925;ME;Bangor;Congress Street;61;04401
44.8120433;-68.7737900;ME;Bangor;Congress Street;63;04401
44.8116977;-68.7742909;ME;Bangor;Norfolk Street;51;04401
44.8117196;-68.7739936;ME;Bangor;Mckinley Street;27;04401
44.8117552;-68.7737848;ME;Bangor;Mckinley Street;23;04401
44.8121405;-68.7728981;ME;Bangor;Center Street;252;04401
44.8117952;-68.7735318;ME;Bangor;Mckinley Street;17;04401
44.8118620;-68.7731774;ME;Bangor;Mckinley Street;9;04401
44.8119829;-68.7728481;ME;Bangor;Center Street;248;04401
44.8122191;-68.7716774;ME;Bangor;French Street;424;04401
44.8126417;-68.7713975;ME;Bangor;Congress Street;110;04401
44.8147876;-68.7730900;ME;Bangor;Center Street;325;04401
44.8128612;-68.7708844;ME;Bangor;Congress Street;122;04401
44.8127886;-68.7706128;ME;Bangor;Broadway;306;04401
44.8122891;-68.7706843;ME;Bangor;North Park Street;16;04401
44.8123031;-68.7708993;ME;Bangor;North Park Street;12;04401
44.8122049;-68.7713423;ME;Bangor;French Street;421;04401
44.8169132;-68.7736255;ME;Bangor;Center Street;389;04401
44.8171791;-68.7738016;ME;Bangor;Center Street;395;04401
44.8174178;-68.7738765;ME;Bangor;Center Street;399;04401
44.8166476;-68.7736139;ME;Bangor;Center Street;381;04401
44.8160530;-68.7734266;ME;Bangor;Center Street;363;04401
44.8159089;-68.7733892;ME;Bangor;Center Street;357;04401
44.8157648;-68.7733265;ME;Bangor;Center Street;355;04401
44.8156162;-68.7733018;ME;Bangor;Center Street;349;04401
44.8153100;-68.7732461;ME;Bangor;Center Street;341;04401
44.8151298;-68.7731835;ME;Bangor;Center Street;335;04401
44.8149227;-68.7731274;ME;Bangor;Center Street;331;04401
44.8149073;-68.7721853;ME;Bangor;Broadway;362;04401
44.8133445;-68.7717488;ME;Bangor;Center Street;281;04401
44.8124975;-68.7736049;ME;Bangor;Congress Street;70;04401
44.8128264;-68.7737301;ME;Bangor;Grant Street;15;04401
44.8129614;-68.7737548;ME;Bangor;Grant Street;19;04401
44.8132356;-68.7735577;ME;Bangor;Montgomery Street;85;04401
44.8132664;-68.7731782;ME;Bangor;Montgomery Street;93;04401
44.8132533;-68.7734059;ME;Bangor;Montgomery Street;87;04401
44.8130459;-68.7732297;ME;Bangor;Center Street;272;04401
44.8127847;-68.7731611;ME;Bangor;Center Street;268;04401
44.8124251;-68.7734028;ME;Bangor;Congress Street;74;04401
44.8124828;-68.7730042;ME;Bangor;Center Street;264;04401
44.8126539;-68.7730288;ME;Bangor;Center Street;266;04401
44.8123455;-68.7741177;ME;Bangor;Congress Street;60;04401
44.8124712;-68.7739528;ME;Bangor;Congress Street;64;04401
44.8124092;-68.7744715;ME;Bangor;Norfolk Street;71;04401
44.8131295;-68.7745509;ME;Bangor;Norfolk Street;91;04401
44.8126263;-68.7749892;ME;Bangor;Norfolk Street;80;04401
44.8128380;-68.7750643;ME;Bangor;Norfolk Street;88;04401
44.8130542;-68.7751203;ME;Bangor;Norfolk Street;92;04401
44.8130054;-68.7754873;ME;Bangor;Montgomery Street;49;04401
44.8128703;-68.7754499;ME;Bangor;Leighton Street;83;04401
44.8127442;-68.7754124;ME;Bangor;Leighton Street;79;04401
44.8124560;-68.7753629;ME;Bangor;Leighton Street;71;04401
44.8123209;-68.7753255;ME;Bangor;Leighton Street;67;04401
44.8121902;-68.7752691;ME;Bangor;Leighton Street;63;04401
44.8122497;-68.7757305;ME;Bangor;Leighton Street;64;04401
44.8129342;-68.7759175;ME;Bangor;Leighton Street;88;04401
44.8126324;-68.7758302;ME;Bangor;Leighton Street;78;04401
44.8124523;-68.7757740;ME;Bangor;Leighton Street;72;04401
44.8120793;-68.7760663;ME;Bangor;Congress Street;28;04401
44.8123359;-68.7761222;ME;Bangor;Fountain Street;75;04401
44.8124981;-68.7761785;ME;Bangor;Fountain Street;79;04401
44.8128538;-68.7762593;ME;Bangor;Fountain Street;89;04401
44.8117019;-68.7764471;ME;Bangor;Fountain Street;64;04401
44.8127335;-68.7768858;ME;Bangor;Fountain Street;88;04401
44.8126215;-68.7771392;ME;Bangor;Montgomery Street;19;04401
44.8119650;-68.7774642;ME;Bangor;Kenduskeag Avenue;159;04401
44.8125770;-68.7774239;ME;Bangor;Montgomery Street;15;04401
44.8137843;-68.7733406;ME;Bangor;Center Street;298;04401
44.8139419;-68.7733716;ME;Bangor;Center Street;302;04401
44.8142302;-68.7734590;ME;Bangor;Center Street;312;04401
44.8136005;-68.7736891;ME;Bangor;Montgomery Street;86;04401
44.8151726;-68.7743027;ME;Bangor;Grant Street;81;04401
44.8149879;-68.7742401;ME;Bangor;Grant Street;75;04401
44.8148663;-68.7742153;ME;Bangor;Grant Street;71;04401
44.8146051;-68.7741405;ME;Bangor;Grant Street;63;04401
44.8141817;-68.7739840;ME;Bangor;Grant Street;51;04401
44.8139701;-68.7739785;ME;Bangor;Grant Street;43;04401
44.8138485;-68.7739158;ME;Bangor;Grant Street;41;04401
44.8153876;-68.7737706;ME;Bangor;Center Street;346;04401
44.8151849;-68.7737145;ME;Bangor;Center Street;340;04401
