Latitude;Longitude;State;City;Street;HouseNumber;PostCode
44.8125926;-68.8004599;ME;Bangor;Union Street;831;04401
44.8125158;-68.8003147;ME;Bangor;Union Street;829;04401
44.8118247;-68.7988817;ME;Bangor;Union Street;793;04401
44.8119241;-68.7991343;ME;Bangor;Union Street;797;04401
44.8121393;-68.7986529;ME;Bangor;Westland Street;71;04401
44.8120100;-68.7993173;ME;Bangor;Union Street;803;04401
44.8127280;-68.7980944;ME;Bangor;Westland Street;51;04401
44.8130922;-68.7978529;ME;Bangor;Westland Street;39;04401
44.8132538;-68.7976310;ME;Bangor;Westland Street;33;04401
44.8135279;-68.7973834;ME;Bangor;Westland Street;23;04401
44.8136357;-68.7972503;ME;Bangor;Westland Street;19;04401
44.8137211;-68.7971488;ME;Bangor;Westland Street;15;04401
44.8150731;-68.7981242;ME;Bangor;Ohio Street;670;04401
44.8138469;-68.7970661;ME;Bangor;Westland Street;11;04401
44.8144729;-68.7972410;ME;Bangor;Ohio Street;640;04401
44.8206343;-68.8046124;ME;Bangor;Ohio Street;880;04401
44.8196737;-68.8035406;ME;Bangor;Ohio Street;846;04401
44.8198900;-68.8036853;ME;Bangor;Ohio Street;850;04401
44.8201020;-68.8039312;ME;Bangor;Ohio Street;858;04401
44.8193360;-68.8034658;ME;Bangor;Ohio Street;834;04401
44.8182559;-68.8009842;ME;Bangor;Ohio Street;775;04401
44.8183707;-68.8022865;ME;Bangor;Ohio Street;796;04401
44.8164442;-68.7996877;ME;Bangor;Ohio Street;720;04401
44.8156818;-68.7987228;ME;Bangor;Ohio Street;688;04401
44.8158713;-68.7989878;ME;Bangor;Ohio Street;700;04401
44.8154068;-68.7984582;ME;Bangor;Ohio Street;680;04401
44.8131355;-68.7969105;ME;Bangor;Spaulding Street;55;04401
44.8137333;-68.7964405;ME;Bangor;Ohio Street;616;04401
44.8134952;-68.7966880;ME;Bangor;Westland Street;14;04401
44.8135575;-68.7962704;ME;Bangor;Ohio Street;610;04401
44.8133363;-68.7959550;ME;Bangor;Ohio Street;598;04401
44.8132748;-68.7967836;ME;Bangor;Westland Street;20;04401
44.8131153;-68.7956902;ME;Bangor;Ohio Street;592;04401
44.8128255;-68.7972215;ME;Bangor;Westland Street;40;04401
44.8124210;-68.7975770;ME;Bangor;Westland Street;52;04401
44.8116123;-68.7984461;ME;Bangor;Union Street;781;04401
44.8117921;-68.7982937;ME;Bangor;Westland Street;76;04401
44.8114542;-68.7981179;ME;Bangor;Union Street;775;04401
44.8113051;-68.7977959;ME;Bangor;Union Street;765;04401
44.8121110;-68.7979006;ME;Bangor;Westland Street;66;04401
44.8125648;-68.7974437;ME;Bangor;Westland Street;46;04401
44.8122278;-68.7977674;ME;Bangor;Westland Street;60;04401
44.8111876;-68.7975244;ME;Bangor;Union Street;759;04401
44.8109978;-68.7970951;ME;Bangor;Union Street;749;04401
44.8106366;-68.7964514;ME;Bangor;Union Street;733;04401
44.8104920;-68.7961800;ME;Bangor;Union Street;725;04401
44.8119587;-68.7958081;ME;Bangor;Bailey Street;38;04401
44.8128804;-68.7951978;ME;Bangor;Ohio Street;580;04401
44.8127856;-68.7950590;ME;Bangor;Ohio Street;576;04401
44.8127402;-68.7948631;ME;Bangor;Ohio Street;572;04401
44.8122858;-68.7949849;ME;Bangor;Eighteenth Street;15;04401
44.8121419;-68.7950107;ME;Bangor;Eighteenth Street;19;04401
44.8120114;-68.7950807;ME;Bangor;Eighteenth Street;23;04401
44.8118766;-68.7951761;ME;Bangor;Eighteenth Street;27;04401
44.8116112;-68.7952529;ME;Bangor;Eighteenth Street;31;04401
44.8114492;-68.7953167;ME;Bangor;Eighteenth Street;41;04401
44.8112784;-68.7954437;ME;Bangor;Eighteenth Street;47;04401
44.8111029;-68.7954444;ME;Bangor;Eighteenth Street;51;04401
44.8108421;-68.7956160;ME;Bangor;Eighteenth Street;61;04401
44.8106488;-68.7957368;ME;Bangor;Eighteenth Street;65;04401
44.8103430;-68.7959086;ME;Bangor;Union Street;715;04401
44.8125323;-68.7943833;ME;Bangor;Ohio Street;560;04401
44.8122487;-68.7943527;ME;Bangor;Eighteenth Street;14;04401
44.8118667;-68.7946639;ME;Bangor;Hutchinson Street;21;04401
44.8120238;-68.7944673;ME;Bangor;Eighteenth Street;18;04401
44.8117220;-68.7943356;ME;Bangor;Hutchinson Street;13;04401
44.8116580;-68.7937731;ME;Bangor;Seventeenth Street;19;04401
44.8115636;-68.7938619;ME;Bangor;Seventeenth Street;23;04401
44.8119141;-68.7935382;ME;Bangor;Seventeenth Street;13;04401
44.8122065;-68.7934360;ME;Bangor;Ohio Street;538;04401
44.8123152;-68.7938023;ME;Bangor;Ohio Street;546;04401
44.8123965;-68.7939665;ME;Bangor;Ohio Street;550;04401
44.8100314;-68.7953407;ME;Bangor;Union Street;701;04401
44.8105715;-68.7952882;ME;Bangor;Eighteenth Street;66;04401
44.8101397;-68.7955047;ME;Bangor;Union Street;705;04401
44.8107693;-68.7951673;ME;Bangor;Eighteenth Street;58;04401
44.8110031;-68.7950274;ME;Bangor;Eighteenth Street;50;04401
44.8115833;-68.7947724;ME;Bangor;Hutchinson Street;18;04401
44.8112670;-68.7941159;ME;Bangor;Seventeenth Street;33;04401
44.8111010;-68.7944074;ME;Bangor;Seventeenth Street;41;04401
44.8114431;-68.7944251;ME;Bangor;Hutchinson Street;12;04401
44.8098054;-68.7947787;ME;Bangor;Union Street;689;04401
44.8101021;-68.7945753;ME;Bangor;Seventeenth Street;76;04401
44.8103312;-68.7943405;ME;Bangor;Seventeenth Street;62;04401
44.8098356;-68.7940767;ME;Bangor;Sixteenth Street;71;04401
44.8096244;-68.7942925;ME;Bangor;Union Street;679;04401
44.8101816;-68.7937404;ME;Bangor;Sixteenth Street;59;04401
44.8104286;-68.7934486;ME;Bangor;Sixteenth Street;49;04401
44.8107343;-68.7932579;ME;Bangor;Sixteenth Street;39;04401
44.8107350;-68.7936309;ME;Bangor;Sixteenth Street;43;04401
44.8110099;-68.7938133;ME;Bangor;Seventeenth Street;40;04401
44.8109020;-68.7938832;ME;Bangor;Seventeenth Street;44;04401
44.8107628;-68.7940671;ME;Bangor;Seventeenth Street;48;04401
44.8105650;-68.7942069;ME;Bangor;Seventeenth Street;54;04401
44.8108376;-68.7931121;ME;Bangor;Sixteenth Street;35;04401
44.8111042;-68.7936928;ME;Bangor;Seventeenth Street;36;04401
44.8109455;-68.7930168;ME;Bangor;Sixteenth Street;31;04401
44.8112030;-68.7935723;ME;Bangor;Seventeenth Street;32;04401
44.8113052;-68.7928322;ME;Bangor;Sixteenth Street;21;04401
44.8113603;-68.7934200;ME;Bangor;Seventeenth Street;26;04401
44.8117499;-68.7923057;ME;Bangor;Ohio Street;510;04401
44.8114983;-68.7925659;ME;Bangor;Sixteenth Street;13;04401
44.8114355;-68.7926736;ME;Bangor;Sixteenth Street;15;04401
44.8118402;-68.7924761;ME;Bangor;Ohio Street;516;04401
44.8119894;-68.7928234;ME;Bangor;Seventeenth Street;2;04401
44.8093895;-68.7938254;ME;Bangor;Sixteenth Street;80;04401
44.8095962;-68.7936160;ME;Bangor;Sixteenth Street;72;04401
44.8098523;-68.7933811;ME;Bangor;Sixteenth Street;66;04401
44.8112678;-68.7920672;ME;Bangor;Sixteenth Street;14;04401
44.8107466;-68.7925939;ME;Bangor;Sixteenth Street;32;04401
44.8105848;-68.7926767;ME;Bangor;Sixteenth Street;38;04401
44.8103960;-68.7928164;ME;Bangor;Sixteenth Street;44;04401
44.8102973;-68.7930065;ME;Bangor;Sixteenth Street;48;04401
44.8101445;-68.7931335;ME;Bangor;Sixteenth Street;54;04401
44.8122376;-68.8008025;ME;Bangor;Union Street;830;04401
44.8117591;-68.8000138;ME;Bangor;Dunning Boulevard;5;04401
44.8112515;-68.8005656;ME;Bangor;Dunning Boulevard;25;04401
44.8115255;-68.8002802;ME;Bangor;Dunning Boulevard;13;04401
44.8100740;-68.8016130;ME;Bangor;Dunning Boulevard;65;04401
44.8119368;-68.8012209;ME;Bangor;Vermont Avenue;16;04401
44.8114610;-68.7994141;ME;Bangor;Union Street;796;04401
44.8111015;-68.7997378;ME;Bangor;Dunning Boulevard;20;04401
44.8108049;-68.8000044;ME;Bangor;Dunning Boulevard;30;04401
44.8105982;-68.8002201;ME;Bangor;Dunning Boulevard;36;04401
44.8103735;-68.8003979;ME;Bangor;Dunning Boulevard;46;04401
44.8101038;-68.8006581;ME;Bangor;Dunning Boulevard;54;04401
44.8098028;-68.8009563;ME;Bangor;Dunning Boulevard;64;04401
44.8098448;-68.8018098;ME;Bangor;Dunning Boulevard;73;04401
44.8113252;-68.7989846;ME;Bangor;Union Street;788;04401
44.8109370;-68.7983346;ME;Bangor;Union Street;768;04401
44.8108328;-68.7979872;ME;Bangor;Union Street;760;04401
44.8102319;-68.7967121;ME;Bangor;Union Street;734;04401
44.8098524;-68.7959357;ME;Bangor;Union Street;716;04401
44.8095857;-68.7953043;ME;Bangor;Union Street;696;04401
44.8080553;-68.7952465;ME;Bangor;Sunset Avenue;39;04401
44.8077588;-68.7955890;ME;Bangor;Sunset Avenue;51;04401
44.8028299;-68.8057853;ME;Bangor;Corporate Drive;133;04401
44.8000287;-68.8048969;ME;Bangor;Northeast Drive;55;04401
44.7966979;-68.8049145;ME;Bangor;Mildred Avenue;45;04401
44.7968329;-68.8049077;ME;Bangor;Mildred Avenue;35;04401
44.7964008;-68.8049155;ME;Bangor;Mildred Avenue;51;04401
44.7957480;-68.8048734;ME;Bangor;Mildred Avenue;71;04401
44.7962522;-68.8048654;ME;Bangor;Mildred Avenue;55;04401
44.7959282;-68.8049108;ME;Bangor;Mildred Avenue;65;04401
44.7956130;-68.8048739;ME;Bangor;Mildred Avenue;75;04401
44.7953430;-68.8048875;ME;Bangor;Mildred Avenue;85;04401
44.7965475;-68.8038719;ME;Bangor;Nason Avenue;53;04401
44.7967374;-68.8043644;ME;Bangor;Mildred Avenue;40;04401
44.7962604;-68.8044229;ME;Bangor;Mildred Avenue;56;04401
44.7967951;-68.8038648;ME;Bangor;Nason Avenue;45;04401
44.7963765;-68.8038599;ME;Bangor;Nason Avenue;57;04401
44.7977493;-68.8038679;ME;Bangor;Nason Avenue;15;04401
44.7976594;-68.8038998;ME;Bangor;Nason Avenue;19;04401
44.7973847;-68.8038691;ME;Bangor;Nason Avenue;29;04401
44.7959003;-68.8044051;ME;Bangor;Mildred Avenue;68;04401
44.7958544;-68.8039059;ME;Bangor;Nason Avenue;71;04401
44.7956879;-68.8039254;ME;Bangor;Nason Avenue;75;04401
44.7956933;-68.8044185;ME;Bangor;Mildred Avenue;74;04401
44.7947804;-68.8049020;ME;Bangor;Gray Street;30;04401
44.7944824;-68.8043657;ME;Bangor;Gray Street;22;04401
44.7842509;-68.8015119;ME;Bangor;Perry Road;284;04401
44.7833289;-68.7968444;ME;Bangor;Perry Road;188;04401
44.7835478;-68.7959083;ME;Bangor;Perry Road;160;04401
44.7810731;-68.7841619;ME;Bangor;Olive Street;65;04401
44.7804216;-68.7847900;ME;Bangor;Olive Street;89;04401
44.7807991;-68.7844473;ME;Bangor;Olive Street;79;04401
44.7837469;-68.7842152;ME;Bangor;Thatcher Street;70;04401
44.7835573;-68.7839441;ME;Bangor;Thatcher Street;62;04401
44.7834397;-68.7836538;ME;Bangor;Thatcher Street;56;04401
44.7855385;-68.7843033;ME;Bangor;Farm Road;80;04401
44.7847411;-68.7961822;ME;Bangor;Perry Road;155;04401
44.7845728;-68.7976996;ME;Bangor;Perry Road;219;04401
44.7840954;-68.7975433;ME;Bangor;Perry Road;189;04401
44.7849387;-68.8010481;ME;Bangor;Perry Road;311;04401
44.7855298;-68.8018741;ME;Bangor;Perry Road;337;04401
44.7854418;-68.8030310;ME;Bangor;Perry Road;359;04401
44.7838416;-68.7819458;ME;Bangor;Dillingham Street;27;04401
44.7839184;-68.7821036;ME;Bangor;Dillingham Street;29;04401
44.7839997;-68.7822170;ME;Bangor;Dillingham Street;35;04401
44.7841079;-68.7823430;ME;Bangor;Dillingham Street;39;04401
44.7842656;-68.7823993;ME;Bangor;Dillingham Street;43;04401
44.7841579;-68.7825893;ME;Bangor;Dillingham Street;45;04401
44.7843205;-68.7828984;ME;Bangor;Dillingham Street;53;04401
44.7846957;-68.7837123;ME;Bangor;Dillingham Street;71;04401
44.7846323;-68.7835419;ME;Bangor;Dillingham Street;67;04401
44.7844245;-68.7831445;ME;Bangor;Dillingham Street;59;04401
44.7833819;-68.7816316;ME;Bangor;Dillingham Street;16;04401
44.7836169;-68.7821363;ME;Bangor;Dillingham Street;28;04401
44.7836757;-68.7823067;ME;Bangor;Dillingham Street;32;04401
44.7837570;-68.7824518;ME;Bangor;Dillingham Street;36;04401
44.7838519;-68.7826158;ME;Bangor;Dillingham Street;40;04401
44.7839288;-68.7828051;ME;Bangor;Dillingham Street;44;04401
44.7840191;-68.7829564;ME;Bangor;Dillingham Street;48;04401
44.7844125;-68.7839472;ME;Bangor;Dillingham Street;72;04401
44.7840869;-68.7831078;ME;Bangor;Dillingham Street;52;04401
44.7841547;-68.7832782;ME;Bangor;Dillingham Street;56;04401
44.7842271;-68.7834549;ME;Bangor;Dillingham Street;60;04401
44.7837230;-68.7834695;ME;Bangor;Thatcher Street;55;04401
44.7837863;-68.7836272;ME;Bangor;Thatcher Street;59;04401
44.7839579;-68.7839110;ME;Bangor;Thatcher Street;67;04401
44.7840302;-68.7840940;ME;Bangor;Thatcher Street;71;04401
44.7843130;-68.7836885;ME;Bangor;Dillingham Street;66;04401
44.7834021;-68.7828134;ME;Bangor;Thatcher Street;39;04401
44.7833073;-68.7826557;ME;Bangor;Thatcher Street;37;04401
44.7831672;-68.7823529;ME;Bangor;Thatcher Street;29;04401
44.7830814;-68.7821889;ME;Bangor;Thatcher Street;25;04401
44.7828012;-68.7816211;ME;Bangor;Thatcher Street;11;04401
44.7812332;-68.7831249;ME;Bangor;Olive Heights;12;04401
44.7812833;-68.7834596;ME;Bangor;Olive Street;54;04401
44.7810305;-68.7830814;ME;Bangor;Olive Heights;14;04401
44.7809537;-68.7829300;ME;Bangor;Olive Heights;18;04401
44.7809097;-68.7834547;ME;Bangor;Olive Heights;9;04401
44.7808239;-68.7832717;ME;Bangor;Olive Heights;11;04401
44.7805420;-68.7841639;ME;Bangor;Olive Street;80;04401
44.7802810;-68.7842028;ME;Bangor;Olive Street;86;04401
44.7801737;-68.7845761;ME;Bangor;Olive Street;92;04401
44.7873634;-68.7805737;ME;Bangor;March Street;35;04401
44.7874357;-68.7807504;ME;Bangor;March Street;39;04401
44.7872955;-68.7804096;ME;Bangor;March Street;31;04401
44.7872097;-68.7802708;ME;Bangor;March Street;27;04401
44.7871374;-68.7801131;ME;Bangor;March Street;23;04401
44.7869249;-68.7796019;ME;Bangor;March Street;9;04401
44.7870696;-68.7799490;ME;Bangor;March Street;19;04401
44.7867004;-68.7799188;ME;Bangor;March Street;18;04401
44.7868720;-68.7802152;ME;Bangor;March Street;22;04401
44.7869623;-68.7803603;ME;Bangor;March Street;26;04401
44.7865611;-68.7800458;ME;Bangor;Catell Street;17;04401
44.7871341;-68.7807389;ME;Bangor;March Street;36;04401
44.7872380;-68.7809407;ME;Bangor;March Street;40;04401
44.7863681;-68.7802930;ME;Bangor;Catell Street;18;04401
44.7864178;-68.7804066;ME;Bangor;Catell Street;22;04401
44.7864811;-68.7805454;ME;Bangor;Catell Street;26;04401
44.7866121;-68.7808167;ME;Bangor;Catell Street;34;04401
44.7866799;-68.7809492;ME;Bangor;Catell Street;38;04401
44.7867974;-68.7812142;ME;Bangor;Catell Street;42;04401
44.7868698;-68.7814035;ME;Bangor;Catell Street;44;04401
44.7870099;-68.7816937;ME;Bangor;Catell Street;52;04401
44.7871547;-68.7820661;ME;Bangor;Catell Street;64;04401
44.7872629;-68.7822048;ME;Bangor;Catell Street;66;04401
44.7874031;-68.7825203;ME;Bangor;Catell Street;72;04401
44.7862371;-68.7800533;ME;Bangor;Catell Street;14;04401
44.7971692;-68.7703523;ME;Bangor;May Street;60;04401
44.8016842;-68.7705177;ME;Bangor;Hammond Street;2;04401
44.8011584;-68.7709434;ME;Bangor;Broad Street;20;04401
44.8003473;-68.7727357;ME;Bangor;Columbia Street;72;04401
44.7997275;-68.7734462;ME;Bangor;Columbia Street;111;04401
44.8014228;-68.7726240;ME;Bangor;Hammond Street;84;04401
44.8009608;-68.7734351;ME;Bangor;North High Street;14;04401
44.8013213;-68.7736296;ME;Bangor;Hammond Street;128;04401
44.8011246;-68.7742879;ME;Bangor;Hammond Street;146;04401
44.8013039;-68.7739268;ME;Bangor;Hammond Street;140;04401
44.7999272;-68.7742799;ME;Bangor;Union Street;159;04401
44.8003210;-68.7753911;ME;Bangor;Union Street;187;04401
44.8005951;-68.7751182;ME;Bangor;Clinton Court;12;04401
44.8006737;-68.7761800;ME;Bangor;Union Street;205;04401
44.8011255;-68.7770759;ME;Bangor;Hammond Street;268;04401
44.8011253;-68.7769369;ME;Bangor;Hammond Street;260;04401
44.8009810;-68.7768047;ME;Bangor;Union Street;219;04401
44.8009222;-68.7766974;ME;Bangor;Union Street;217;04401
44.8011382;-68.7766586;ME;Bangor;Hammond Street;250;04401
44.8011559;-68.7764879;ME;Bangor;Hammond Street;242;04401
44.8011862;-68.7758998;ME;Bangor;Hammond Street;216;04401
44.8011951;-68.7758113;ME;Bangor;Hammond Street;214;04401
44.8012081;-68.7755520;ME;Bangor;Hammond Street;204;04401
44.7980817;-68.7742555;ME;Bangor;First Street;36;04401
44.7980468;-68.7748246;ME;Bangor;First Street;39;04401
44.7989901;-68.7738347;ME;Bangor;Union Street;136;04401
44.7993194;-68.7741938;ME;Bangor;Union Street;148;04401
44.7984840;-68.7751264;ME;Bangor;Second Street;34;04401
44.7978896;-68.7749580;ME;Bangor;First Street;45;04401
44.7979307;-68.7752929;ME;Bangor;Cedar Street;57;04401
44.7980708;-68.7755642;ME;Bangor;Cedar Street;65;04401
44.7983495;-68.7753734;ME;Bangor;Second Street;40;04401
44.7984943;-68.7757585;ME;Bangor;Second Street;41;04401
44.7996088;-68.7748691;ME;Bangor;Union Street;166;04401
44.7990760;-68.7762999;ME;Bangor;Sanford Street;34;04401
44.7995845;-68.7762474;ME;Bangor;Sanford Street;21;04401
44.8002685;-68.7761373;ME;Bangor;Union Street;200;04401
44.8000833;-68.7757966;ME;Bangor;Union Street;190;04401
44.8001781;-68.7759732;ME;Bangor;Union Street;194;04401
44.7998586;-68.7759745;ME;Bangor;Sanford Street;11;04401
44.7996833;-68.7761458;ME;Bangor;Sanford Street;17;04401
44.7997642;-68.7760697;ME;Bangor;Sanford Street;13;04401
44.7988748;-68.7770024;ME;Bangor;Sanford Street;47;04401
44.7999949;-68.7766441;ME;Bangor;Third Street;16;04401
44.7991772;-68.7774185;ME;Bangor;Third Street;44;04401
44.7994243;-68.7771584;ME;Bangor;Third Street;36;04401
44.7992660;-68.7768113;ME;Bangor;Sanford Street;43;04401
44.7994896;-68.7783530;ME;Bangor;Cedar Street;127;04401
44.7996794;-68.7787505;ME;Bangor;Cedar Street;135;04401
44.7999895;-68.7784901;ME;Bangor;Fourth Street;36;04401
44.7992907;-68.7779112;ME;Bangor;Cedar Street;115;04401
44.7994434;-68.7777589;ME;Bangor;Third Street;41;04401
44.8009968;-68.7780248;ME;Bangor;Hammond Street;292;04401
44.8010109;-68.7783029;ME;Bangor;Hammond Street;298;04401
44.8010021;-68.7783977;ME;Bangor;Hammond Street;300;04401
44.7998827;-68.7791101;ME;Bangor;Fourth Street;45;04401
44.8001387;-68.7788120;ME;Bangor;Fourth Street;35;04401
44.8002690;-68.7787230;ME;Bangor;Fourth Street;31;04401
44.8004466;-68.7797844;ME;Bangor;Fifth Street;20;04401
44.8009319;-68.7793463;ME;Bangor;Hammond Street;320;04401
44.8009577;-68.7787330;ME;Bangor;Hammond Street;308;04401
44.8009537;-68.7789922;ME;Bangor;Hammond Street;314;04401
44.8006811;-68.7800237;ME;Bangor;Fifth Street;15;04401
44.8005787;-68.7806121;ME;Bangor;Cedar Street;175;04401
44.8006555;-68.7807572;ME;Bangor;Cedar Street;179;04401
44.8007279;-68.7809403;ME;Bangor;Cedar Street;183;04401
44.8008489;-68.7806363;ME;Bangor;Hammond Street;350;04401
44.7965307;-68.7752161;ME;Bangor;Barker Street;27;04401
44.7966528;-68.7755128;ME;Bangor;First Street;78;04401
44.7964006;-68.7754252;ME;Bangor;Barker Street;29;04401
44.7962482;-68.7757293;ME;Bangor;First Street;92;04401
44.7961260;-68.7754263;ME;Bangor;Barker Street;26;04401
44.7956223;-68.7756053;ME;Bangor;Davis Court;23;04401
44.7954244;-68.7757198;ME;Bangor;Davis Court;24;04401
44.7955555;-68.7759722;ME;Bangor;Davis Court;30;04401
44.7954652;-68.7758524;ME;Bangor;Davis Court;26;04401
44.7971348;-68.7756942;ME;Bangor;First Street;67;04401
44.7970271;-68.7758590;ME;Bangor;First Street;71;04401
44.7975858;-68.7761413;ME;Bangor;Second Street;60;04401
44.7974330;-68.7762747;ME;Bangor;Second Street;66;04401
44.7973333;-68.7759274;ME;Bangor;First Street;65;04401
44.7971176;-68.7760799;ME;Bangor;First Street;73;04401
44.7970377;-68.7766428;ME;Bangor;Second Street;82;04401
44.7972079;-68.7762313;ME;Bangor;Second Street;72;04401
44.7972802;-68.7763954;ME;Bangor;Second Street;72;04401
44.7968517;-68.7759039;ME;Bangor;First Street;75;04401
44.7966358;-68.7760122;ME;Bangor;First Street;83;04401
44.7967052;-68.7769602;ME;Bangor;Second Street;92;04401
44.7962849;-68.7760895;ME;Bangor;First Street;91;04401
44.7952722;-68.7784450;ME;Bangor;Parker Street;41;04401
44.7951819;-68.7782809;ME;Bangor;Parker Street;37;04401
44.7951050;-68.7781169;ME;Bangor;Parker Street;35;04401
44.7948338;-68.7775047;ME;Bangor;Parker Street;19;04401
44.7982619;-68.7766255;ME;Bangor;Cedar Street;82;04401
44.7981862;-68.7770493;ME;Bangor;Sanford Street;64;04401
44.7975284;-68.7766789;ME;Bangor;Second Street;69;04401
44.7968410;-68.7773453;ME;Bangor;Second Street;91;04401
44.7967196;-68.7774406;ME;Bangor;Second Street;97;04401
44.7963693;-68.7778086;ME;Bangor;Second Street;109;04401
44.7960189;-68.7781703;ME;Bangor;Warren Street;216;04401
44.7960912;-68.7783470;ME;Bangor;Warren Street;212;04401
44.7961951;-68.7785236;ME;Bangor;Warren Street;208;04401
44.7963353;-68.7788518;ME;Bangor;Warren Street;200;04401
44.7964251;-68.7787566;ME;Bangor;Sanford Street;126;04401
44.7966767;-68.7785154;ME;Bangor;Sanford Street;118;04401
44.7968293;-68.7782999;ME;Bangor;Sanford Street;112;04401
44.7971348;-68.7779637;ME;Bangor;Sanford Street;100;04401
44.7972696;-68.7778620;ME;Bangor;Sanford Street;96;04401
44.7972004;-68.7769962;ME;Bangor;Second Street;79;04401
44.7973819;-68.7777605;ME;Bangor;Sanford Street;92;04401
44.7977279;-68.7774557;ME;Bangor;Sanford Street;80;04401
44.7977953;-68.7773732;ME;Bangor;Sanford Street;78;04401
44.7980288;-68.7771068;ME;Bangor;Sanford Street;70;04401
44.7985603;-68.7772628;ME;Bangor;Cedar Street;96;04401
44.7987955;-68.7778562;ME;Bangor;Third Street;56;04401
44.7987056;-68.7779134;ME;Bangor;Third Street;58;04401
44.7987229;-68.7775846;ME;Bangor;Cedar Street;104;04401
44.7983955;-68.7782054;ME;Bangor;Third Street;68;04401
44.7985034;-68.7781165;ME;Bangor;Third Street;66;04401
44.7982231;-68.7774791;ME;Bangor;Sanford Street;67;04401
44.7982923;-68.7783386;ME;Bangor;Third Street;72;04401
44.7981574;-68.7784339;ME;Bangor;Third Street;76;04401
44.7980631;-68.7785165;ME;Bangor;Third Street;82;04401
44.7974594;-68.7782596;ME;Bangor;Sanford Street;95;04401
44.7973065;-68.7783423;ME;Bangor;Sanford Street;99;04401
44.7970685;-68.7786024;ME;Bangor;Sanford Street;107;04401
44.7967496;-68.7789514;ME;Bangor;Sanford Street;119;04401
44.7966154;-68.7794133;ME;Bangor;Warren Street;186;04401
44.7964709;-68.7791610;ME;Bangor;Warren Street;194;04401
44.7977783;-68.7778980;ME;Bangor;Sanford Street;83;04401
44.7976345;-68.7780313;ME;Bangor;Sanford Street;85;04401
44.7975491;-68.7781075;ME;Bangor;Sanford Street;91;04401
44.7976857;-68.7788719;ME;Bangor;Third Street;94;04401
44.7975104;-68.7790433;ME;Bangor;Third Street;100;04401
44.7973802;-68.7791892;ME;Bangor;Third Street;104;04401
44.7972768;-68.7792717;ME;Bangor;Third Street;108;04401
44.7969356;-68.7797029;ME;Bangor;Third Street;122;04401
44.7967963;-68.7798236;ME;Bangor;Third Street;126;04401
44.7969362;-68.7800190;ME;Bangor;Third Street;123;04401
44.7970358;-68.7803221;ME;Bangor;Warren Street;168;04401
44.7972517;-68.7802707;ME;Bangor;Warren Street;166;04401
44.7990438;-68.7782598;ME;Bangor;Cedar Street;118;04401
44.7992122;-68.7791885;ME;Bangor;Fourth Street;56;04401
44.7986933;-68.7785457;ME;Bangor;Third Street;65;04401
44.7985047;-68.7787676;ME;Bangor;Third Street;71;04401
44.7980465;-68.7792562;ME;Bangor;Third Street;89;04401
44.7978442;-68.7793960;ME;Bangor;Third Street;97;04401
44.7976957;-68.7794156;ME;Bangor;Third Street;101;04401
44.7978313;-68.7797248;ME;Bangor;Maxim Court;12;04401
44.7975113;-68.7794921;ME;Bangor;Third Street;105;04401
44.7973542;-68.7796887;ME;Bangor;Third Street;107;04401
44.7972194;-68.7798093;ME;Bangor;Third Street;117;04401
44.7972164;-68.7806185;ME;Bangor;Warren Street;160;04401
44.7972526;-68.7807258;ME;Bangor;Warren Street;158;04401
44.7974150;-68.7809022;ME;Bangor;Fourth Street;120;04401
44.7975184;-68.7808197;ME;Bangor;Fourth Street;116;04401
44.7976261;-68.7806802;ME;Bangor;Fourth Street;112;04401
44.7977385;-68.7805723;ME;Bangor;Fourth Street;108;04401
44.7981519;-68.7802104;ME;Bangor;Fourth Street;94;04401
44.7983046;-68.7800391;ME;Bangor;Fourth Street;88;04401
44.7984528;-68.7798931;ME;Bangor;Fourth Street;84;04401
44.7989245;-68.7794109;ME;Bangor;Fourth Street;66;04401
44.7990638;-68.7792965;ME;Bangor;Fourth Street;62;04401
44.7975598;-68.7812873;ME;Bangor;Fourth Street;121;04401
44.7976811;-68.7811731;ME;Bangor;Fourth Street;117;04401
44.7977000;-68.7816661;ME;Bangor;Warren Street;134;04401
44.7979033;-68.7820509;ME;Bangor;Warren Street;124;04401
44.7979576;-68.7821898;ME;Bangor;Warren Street;120;04401
44.7980924;-68.7820692;ME;Bangor;Fifth Street;98;04401
44.7978159;-68.7810398;ME;Bangor;Fourth Street;111;04401
44.7979551;-68.7809065;ME;Bangor;Fourth Street;107;04401
44.7980765;-68.7808049;ME;Bangor;Fourth Street;103;04401
44.7984045;-68.7805065;ME;Bangor;Fourth Street;91;04401
44.7988988;-68.7800748;ME;Bangor;Fourth Street;75;04401
44.7990880;-68.7801499;ME;Bangor;Eaton Place;8;04401
44.7987413;-68.7801070;ME;Bangor;Fourth Street;79;04401
44.7991018;-68.7803142;ME;Bangor;Eaton Place;12;04401
44.7982310;-68.7815629;ME;Bangor;Fifth Street;88;04401
44.7985505;-68.7815175;ME;Bangor;Fifth Street;84;04401
44.7988156;-68.7812952;ME;Bangor;Fifth Street;72;04401
44.7989324;-68.7811873;ME;Bangor;Fifth Street;68;04401
44.7990492;-68.7810731;ME;Bangor;Fifth Street;64;04401
44.7991211;-68.7809969;ME;Bangor;Fifth Street;62;04401
44.7992514;-68.7808700;ME;Bangor;Fifth Street;58;04401
44.7990752;-68.7805040;ME;Bangor;Eaton Place;14;04401
